student_id,lecture_watch_pct,checklist_pct,attended_live_class,attended_group_discussion,qa_participation_pct,dropout,recommended_activities
S247_D1,58,50,1,0,25,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S072_D1,52,42,1,0,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S124_D1,32,60,1,0,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S233_D1,46,39,0,0,35,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S392_D1,26,38,1,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S263_D0,70,100,0,1,70,0,Attend live classes to get real-time support and stay engaged.
S111_D1,36,19,0,0,30,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S298_D0,88,88,1,1,50,0,Participate more in Q&A to clarify doubts and boost retention.
S415_D0,88,78,1,0,100,0,Join group discussions to improve collaboration and communication skills.
S151_D0,87,100,1,1,78,0,"Good Job, You did Well in the Week. Keep the momentum"
S289_D1,70,36,1,0,28,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S141_D1,58,43,0,0,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S390_D1,20,35,0,1,40,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S051_D1,57,65,0,0,26,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S387_D1,53,29,0,0,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S489_D0,100,77,1,1,58,0,Participate more in Q&A to clarify doubts and boost retention.
S148_D0,71,79,1,1,73,0,"Good Job, You did Well in the Week. Keep the momentum"
S147_D0,72,65,1,0,68,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S221_D1,70,50,1,0,23,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S432_D1,63,38,0,0,34,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S240_D1,57,40,1,0,48,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S160_D1,53,31,1,0,30,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S349_D0,77,72,1,1,69,0,"Good Job, You did Well in the Week. Keep the momentum"
S464_D0,87,88,1,1,88,0,"Good Job, You did Well in the Week. Keep the momentum"
S326_D0,72,97,1,1,72,0,"Good Job, You did Well in the Week. Keep the momentum"
S187_D0,89,77,1,1,84,0,"Good Job, You did Well in the Week. Keep the momentum"
S124_D0,70,96,0,1,77,0,Attend live classes to get real-time support and stay engaged.
S354_D1,55,41,0,1,8,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S109_D1,48,51,1,0,60,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S144_D0,86,65,1,1,100,0,Make sure to complete all checklist items to stay on track.
S459_D1,20,42,1,1,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S198_D0,86,65,1,1,87,0,Make sure to complete all checklist items to stay on track.
S110_D1,28,65,1,1,26,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S280_D0,81,87,1,0,66,0,Join group discussions to improve collaboration and communication skills.
S294_D0,93,65,1,1,68,0,Make sure to complete all checklist items to stay on track.
S401_D0,70,84,1,1,53,0,Participate more in Q&A to clarify doubts and boost retention.
S123_D0,99,100,1,1,57,0,Participate more in Q&A to clarify doubts and boost retention.
S184_D0,89,85,1,0,92,0,Join group discussions to improve collaboration and communication skills.
S203_D0,95,71,1,1,65,0,"Good Job, You did Well in the Week. Keep the momentum"
S439_D0,70,82,1,1,65,0,"Good Job, You did Well in the Week. Keep the momentum"
S247_D0,80,82,1,1,82,0,"Good Job, You did Well in the Week. Keep the momentum"
S416_D0,77,83,1,0,72,0,Join group discussions to improve collaboration and communication skills.
S433_D1,41,36,0,0,20,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
